labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,funding_duration_days,funding_per_relationship,milestone_velocity,total_round_types,funding_total_usd_log,category_code_freq,state_code_freq
1,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,1,0,100000.0,0.41041917478384593,1,13.304686600863562,0.1560130010834236,0.5287107258938245
0,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,111,125000000.0,0.41882185412434825,2,18.643824303266577,0.08559046587215602,0.004333694474539545
1,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,769,229166.66666666666,0.39876118192814325,2,14.827111833279051,0.1560130010834236,0.5287107258938245
1,2.9178,4.7342,0.0,0.0,1,2,30000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,663,15000000.0,0.0,2,17.216707972959764,0.03683640303358613,0.5287107258938245
0,4.0137,4.0137,0.0,0.0,0,1,7000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,7000000.0,0.0,1,15.76142084987672,0.03791982665222102,0.5287107258938245
1,0.411,0.411,0.0,2.5342,10,1,6100000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,0,554545.4545454546,0.5658989304510215,1,15.623799493077952,0.013001083423618635,0.5287107258938245
0,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4.0,1,507,161538.46153846153,0.5027525703225157,2,14.557448378884015,0.0790899241603467,0.5287107258938245
1,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,1,130,233181.81818181818,0.7479431563201197,2,14.757469426450479,0.08559046587215602,0.5287107258938245
0,10.7589,10.7589,0.0,0.0,0,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,2000000.0,0.0,0,14.508658238524095,0.03683640303358613,0.5287107258938245
1,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.6667,1,1140,5600000.0,0.33303360309055186,3,16.924571561468124,0.03683640303358613,0.007583965330444204
1,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0,0,480769.23076923075,0.14280206206177617,1,15.648092181712572,0.027085590465872156,0.11484290357529794
1,1.7479,1.7479,1.0,2.1096,4,1,575000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0,0,115000.0,0.6431695394906097,1,13.26212705890841,0.1560130010834236,0.11484290357529794
0,0.0,0.5808,0.0,0.0,1,2,53000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,212,26500.0,1.0,1,10.87806606028079,0.1560130010834236,0.08992416034669556
1,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.5,1,679,1357142.857142857,0.43042224422158143,2,16.066802461833923,0.027085590465872156,0.5287107258938245
0,0.0,0.8192,0.0,0.2521,7,2,3500000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.0,1,572,437500.0,1.597316508266113,2,15.068273812173887,0.0790899241603467,0.04550379198266522
1,0.7726,1.4959,0.0,3.7534,14,3,10500000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.3333,1,264,700000.0,0.6311271931669963,2,16.166885910365842,0.007583965330444204,0.11484290357529794
1,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.25,1,1335,2283333.3333333335,0.3997841165770484,4,17.34919715186959,0.024918743228602384,0.5287107258938245
1,0.6795,4.5507,0.0,0.0,2,5,85381111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.6667,1,1413,28460370.333333332,0.0,3,18.262635463336707,0.03683640303358613,0.08992416034669556
1,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,1,640,14285714.285714285,0.2448020367529458,2,18.420680753952364,0.1560130010834236,0.007583965330444204
0,0.0,1.4877,0.4055,1.3205,3,2,125000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0,1,912,31250.0,0.8618832148243913,2,11.736077016252437,0.06717226435536294,0.018418201516793065
0,2.3178,4.2356,0.0,0.0,2,2,10600000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1,700,3533333.3333333335,1.0,2,16.176364653421913,0.08559046587215602,0.014084507042253521
1,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.5,1,1102,8700000.0,0.33303360309055186,2,17.077445910607096,0.03791982665222102,0.5287107258938245
1,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,0,10000000.0,0.08522097799594348,1,17.216707972959764,0.1560130010834236,0.11484290357529794
0,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1,260,18983.571428571428,0.9468352033328598,1,11.797246896789762,0.056338028169014086,0.01950162513542795
1,0.6,4.2247,0.0,4.4767,9,3,9500000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.0,1,1323,950000.0,0.3651834133693648,3,16.066802461833923,0.1657638136511376,0.5287107258938245
1,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.0,1,0,1800000.0,0.14274498608236386,1,16.705882371415992,0.03683640303358613,0.5287107258938245
0,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,0,138000.0,0.3639142617999199,1,13.444448325847754,0.1560130010834236,0.0065005417118093175
1,5.1644,6.0055,0.0,0.0,1,3,25131611,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1,307,12565805.5,0.0,2,17.039637053901,0.08559046587215602,0.011917659804983749
0,3.5288,3.5288,0.0,0.0,1,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1000000.0,0.0,0,14.508658238524095,0.02925243770314193,0.5287107258938245
1,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.5,1,1848,15750000.0,0.24728909331453935,2,18.18178884836843,0.03683640303358613,0.08992416034669556
1,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.5,1,1516,1732142.857142857,0.3850201493878179,5,17.697074376526267,0.06717226435536294,0.5287107258938245
0,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,0,1153846.1538461538,0.22201993739037765,1,16.52356082573315,0.03683640303358613,0.5287107258938245
1,0.9397,5.3178,0.0,0.0,13,5,74000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5.3333,1,1598,5285714.285714285,0.0,3,18.119575664681957,0.020585048754062838,0.5287107258938245
1,0.7479,2.3315,2.0,2.0,6,2,15000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,578,2142857.1428571427,0.3333333333333333,2,16.52356082573315,0.1657638136511376,0.5287107258938245
0,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,699,5000000.0,0.4823771546179573,1,17.622173069956816,0.056338028169014086,0.11484290357529794
1,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,882000.0,0.33303360309055186,1,15.299385474180372,0.08559046587215602,0.5287107258938245
1,0.0,0.8959,2.0,2.6767,9,2,4500000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,327,450000.0,0.5439660565180733,2,15.319588176962746,0.1560130010834236,0.014084507042253521
1,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,772,920000.0,0.29918173794671576,3,16.21703568939293,0.1657638136511376,0.5287107258938245
1,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,1,0,228571.42857142858,0.5065984447427746,1,14.285514812209815,0.056338028169014086,0.5287107258938245
1,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,1,167,2250000.0,0.11424132337148994,2,16.012735246411598,0.1657638136511376,0.11484290357529794
1,1.3041,2.6493,0.0,3.6767,4,3,3282327,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,491,656465.4,0.4276519768212628,1,15.004063484700145,0.020585048754062838,0.5287107258938245
1,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,0,4116666.6666666665,0.4034926322245356,2,17.022313842084035,0.1560130010834236,0.5287107258938245
0,5.6986,6.8877,0.0,0.0,2,2,8800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,434,2933333.3333333335,0.0,2,15.990262393084793,0.03791982665222102,0.011917659804983749
0,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,850000.0,0.5214308061320263,1,14.346139397261565,0.1560130010834236,0.5287107258938245
0,0.2493,0.2493,0.0,0.7781,1,1,20000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,10000.0,1.1247961307013103,1,9.90353755128617,0.1560130010834236,0.5287107258938245
1,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,663,1045454.5454545454,0.5345649710265785,2,16.257857680289998,0.08559046587215602,0.5287107258938245
0,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,5.2,1,2598,7551538.461538462,0.24161592732192907,4,18.402211237855116,0.08559046587215602,0.5287107258938245
1,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,1,0,450000.0,0.8141333550435562,1,14.115615891155079,0.1560130010834236,0.5287107258938245
1,4.7068,4.7068,2.989,6.863,17,1,940261,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,52236.72222222222,0.25435584382551185,1,13.75391383881429,0.1657638136511376,0.01950162513542795
1,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,732,307692.3076923077,0.6422332591197123,2,15.201805169084134,0.1560130010834236,0.08992416034669556
0,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,833333.3333333334,0.49932591002147103,1,15.424948670398354,0.1560130010834236,0.5287107258938245
0,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,5000.0,0.6314725940894165,1,9.90353755128617,0.1560130010834236,0.014084507042253521
1,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,0,2083333.3333333333,0.24983136382941515,1,16.341239282272525,0.03683640303358613,0.04550379198266522
0,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,1,1210,7228704.0,0.8419989054014229,2,15.793570463292529,0.0065005417118093175,0.020585048754062838
0,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0,1,574,9166666.666666666,0.15387929707937095,2,17.822843761378564,0.03683640303358613,0.01950162513542795
1,2.063,6.6137,0.0,0.0,5,4,15180000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0,1,1661,2530000.0,0.0,3,16.535489395807907,0.0790899241603467,0.5287107258938245
0,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,395,6000000.0,0.3997841165770484,2,17.216707972959764,0.1657638136511376,0.5287107258938245
1,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,53,1208333.3333333333,0.5530259737865689,2,16.489659276356317,0.03683640303358613,0.04550379198266522
1,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,1,0,928571.4285714285,0.5589610776769578,1,15.687312888712007,0.06717226435536294,0.5287107258938245
0,0.0,0.0,0.0,0.0,2,1,15000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,5000.0,1.0,1,9.61587214452889,0.1560130010834236,0.0032502708559046588
1,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,1,1050,784318.3333333334,0.5877627789424189,2,15.364329936063411,0.08559046587215602,0.11484290357529794
1,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,0,428571.4285714286,0.3540261625334112,1,14.914123179965662,0.056338028169014086,0.5287107258938245
1,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3.5,1,1523,4040322.580645161,0.6376656336483402,5,18.64582230591328,0.1560130010834236,0.11484290357529794
0,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,1340,161110.88888888888,0.6426046910142444,2,14.187073424741348,0.015167930660888408,0.11484290357529794
1,0.6959,1.189,0.6629999999999999,2.6247,5,2,6000000,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,180,1000000.0,0.8276547024581346,2,15.607270193858982,0.08559046587215602,0.08992416034669556
1,2.0603,6.2301,0.0,0.0,7,3,28200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,1522,3525000.0,0.0,3,17.154832571369333,0.007583965330444204,0.005417118093174431
1,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,632,2333333.3333333335,0.166591700401486,2,16.454567959008102,0.1657638136511376,0.5287107258938245
0,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,200000.0,0.5658989304510215,1,14.914123179965662,0.0790899241603467,0.04550379198266522
0,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,91,319722.14285714284,0.5721151095600435,2,14.62111818988233,0.0790899241603467,0.04550379198266522
0,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,574,866666.6666666666,0.6093473889464384,2,15.46416937585933,0.007583965330444204,0.5287107258938245
1,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0,0,15000000.0,0.8371528431803437,1,18.132998684833918,0.027085590465872156,0.018418201516793065
0,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1299,1750000.0,0.5910951515420194,3,17.01418371633128,0.1657638136511376,0.08992416034669556
0,4.9068,8.1014,0.0,0.0,3,3,4476171,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,1,1166,1119042.75,0.0,2,15.314278774842762,0.06717226435536294,0.5287107258938245
1,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.0,1,701,472727.3181818182,0.4357361762698078,2,16.157316556419275,0.1560130010834236,0.04550379198266522
1,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6.5,1,1077,7600000.0,0.166591700401486,3,18.04088339721266,0.03683640303358613,0.020585048754062838
1,2.9288,4.6329,0.0,0.0,13,2,15200000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,622,1085714.2857142857,0.0,2,16.536806051605975,0.1657638136511376,0.5287107258938245
0,0.6192,1.5863,0.0,0.0,2,2,890000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,353,296666.6666666667,0.0,1,13.698977865303197,0.08559046587215602,0.11484290357529794
0,10.5315,10.5315,0.0,0.0,0,1,2600000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,2600000.0,0.0,1,14.77102238760702,0.08559046587215602,0.5287107258938245
1,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,0,153283.75,0.3931049393635631,1,14.019488415097335,0.0790899241603467,0.01950162513542795
1,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,566,1500000.0,0.1289756751876596,2,16.012735246411598,0.1560130010834236,0.5287107258938245
1,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0,1269,1442042.0,0.14274498608236386,3,15.791008773742771,0.0790899241603467,0.5287107258938245
1,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,1,147,981250.0,0.6325910931174089,1,16.5691713340128,0.0021668472372697724,0.5287107258938245
1,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,230,3010000.0,0.166514028806927,2,16.52688861560434,0.1657638136511376,0.08992416034669556
1,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1,731,583333.3333333334,0.3615655789568833,2,15.068273812173887,0.056338028169014086,0.5287107258938245
0,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,319,14333333.333333334,0.166514028806927,2,17.57671069691365,0.1657638136511376,0.5287107258938245
1,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,685,7125000.0,0.30582442619692035,2,17.858561843342684,0.1560130010834236,0.5287107258938245
1,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,0,144444.44444444444,0.7672094673648272,1,14.077875591662238,0.1560130010834236,0.5287107258938245
1,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5.0,1,1068,4359375.0,0.37254354102635745,4,18.060427993002666,0.056338028169014086,0.5287107258938245
1,3.0,5.0027,9.6247,10.3945,16,2,14500000,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.0,1,731,852941.1764705882,0.1755232787748475,2,16.489659276356317,0.06717226435536294,0.08992416034669556
0,4.0849,5.5836,0.0,0.0,2,2,48000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.0,1,547,16000000.0,0.0,2,17.6867115897055,0.02925243770314193,0.5287107258938245
0,3.5041,5.4438,0.0,0.0,3,2,3508462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1,708,877115.5,0.0,2,15.070688607801571,0.007583965330444204,0.018418201516793065
1,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,777,1772727.2727272727,0.11314265025343953,2,16.785925074816024,0.1657638136511376,0.5287107258938245
1,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,0,625000.0,1.1196118678857996,0,15.137266664613225,0.08559046587215602,0.5287107258938245
0,0.0,0.0,0.0,0.0,1,1,45000000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,22500000.0,0.0,0,17.622173069956816,0.1560130010834236,0.01950162513542795
0,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,1732,3611111.111111111,0.3338415143051089,4,17.296750678069195,0.0790899241603467,0.007583965330444204
1,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.5,1,2373,980000.0,0.34349624215111085,2,15.404745967162468,0.0790899241603467,0.018418201516793065
0,2.2986,3.2110000000000003,3.5945,4.5753,4,2,12000000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,1,333,2400000.0,0.5380876365397378,2,16.300417291085605,0.06717226435536294,0.5287107258938245
1,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.6667,1,793,551923.0769230769,0.7583130063319136,3,15.786113458982772,0.1560130010834236,0.5287107258938245
0,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1,120,1175000.0,0.6263407606908539,2,15.363073279446223,0.1560130010834236,0.5287107258938245
0,0.0,0.0,0.0,0.0,3,1,120000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,30000.0,0.0,1,11.695255355062795,0.027085590465872156,0.5287107258938245
1,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6667,0,1291,909090.9090909091,0.2532094295191553,2,16.118095750958314,0.06717226435536294,0.5287107258938245
0,4.9562,10.3151,0.0,0.0,0,4,39000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,0,1956,39000000.0,0.0,2,17.479072229734946,0.03791982665222102,0.04550379198266522
1,2.2411,4.0301,0.0,0.0,3,2,16100000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,653,4025000.0,0.0,2,16.59432989206649,0.1657638136511376,0.08992416034669556
1,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.0,1,306,660000.0,0.47443581674125856,2,15.009433329466965,0.06717226435536294,0.5287107258938245
1,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.0,1,0,107142.85714285714,1.0820168794633198,1,13.527829818844937,0.020585048754062838,0.5287107258938245
0,2.4493,2.4493,0.0,0.0,0,2,1000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0,0,1000000.0,0.0,2,13.815511557963774,0.1657638136511376,0.011917659804983749
0,11.3342,11.3342,0.0,0.0,3,1,7410000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,1,0,1852500.0,0.0,1,15.818341132225028,0.03683640303358613,0.11484290357529794
1,6.8932,10.4082,0.0,0.0,5,3,52800000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,1,1283,8800000.0,0.0,2,17.782021767615884,0.03791982665222102,0.5287107258938245
0,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,1624,1088235.294117647,0.2897983727821368,3,17.426428497635523,0.1657638136511376,0.5287107258938245
1,1.137,3.737,2.463,3.2164,14,3,14229998,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,949,948666.5333333333,0.7115074471112798,2,16.470862899791964,0.1560130010834236,0.5287107258938245
